TweetID,LangID,TopicID,HateLabel
1284463673814274051,0,1,2
1284463462257766401,0,1,2
1284461140374847489,0,1,2
1284458981898039296,0,1,2
1284458909324005376,0,1,2
1284458679811678209,0,1,2
1284458625147207682,0,1,2
1284457094532431874,0,1,0
1284456084971884545,0,1,2
1284455809796255745,0,1,2
1284455007119716352,0,1,2
1284452457544916992,0,1,2
1284450879706476544,0,1,2
1284449878001713152,0,1,2
1284449624640585728,0,1,2
1284448980940840961,0,1,2
1284448201014116353,0,1,2
1284443590140321792,0,1,2
1284442186273218560,0,1,2
1284439526107119619,0,1,0
1284437372797693953,0,1,2
1284429726082375681,0,1,0
1284425857356959744,0,1,1
1284425261627432960,0,1,1
1284424103336837122,0,1,2
1284422125714059264,0,1,1
1284421821652230145,0,1,0
1284416991932145666,0,1,1
1284416251889176581,0,1,1
1284414318424064000,0,1,0
1284408997123104768,0,1,0
1284406634945679360,0,1,2
1284404231244521473,0,1,0
1284399803863007233,0,1,2
1284397583541182464,0,1,1
1284396300977528834,0,1,0
1284239527381553153,0,1,1
1284232087189573637,0,1,0
1284169135480545282,0,1,2
1284163030658449409,0,1,2
1284068456103649280,0,1,0
1284067938358759427,0,1,0
1284065781765083138,0,1,2
1284054476685488129,0,1,0
1284046089931427841,0,1,0
1284043770112225284,0,1,1
1284031255579951104,0,1,1
1284025409533812741,0,1,1
1284020053147516928,0,1,2
1284013628732198912,0,1,0
1284012205634134016,0,1,0
1284011882341371904,0,1,0
1284011406493462528,0,1,2
1284007125652508672,0,1,1
1283993123270594561,0,1,2
1283960780187217920,0,1,1
1283939714827984896,0,1,1
1283934806414438405,0,1,1
1283927893660381186,0,1,0
1283908603255103489,0,1,2
1283905910323257344,0,1,1
1283892087524556805,0,1,1
1283866084282687488,0,1,2
1283866045892235266,0,1,1
1283857600132583424,0,1,1
1283840063873462273,0,1,0
1283807299342131205,0,1,1
1283568560070172674,0,1,1
1283497276678320132,0,1,1
1283485905572036608,0,1,1
1283480074013028354,0,1,1
1283467645724000256,0,1,1
1283404313541345280,0,1,1
1283403589856235539,0,1,1
1283402440449101824,0,1,1
1283378963029602306,0,1,2
1283368355064356865,0,1,0
1283353495974838274,0,1,1
1283335355366866944,0,1,2
1283330748418842629,0,1,1
1283320505743872001,0,1,2
1283303293909897216,0,1,2
1283289969835085824,0,1,2
1283269104305143808,0,1,2
1283195362795298821,0,1,1
1283188940535717895,0,1,1
1283177023578558465,0,1,2
1283173107944099841,0,1,1
1283156588157689865,0,1,2
1283151363376123904,0,1,1
1283145965818585090,0,1,1
1283145091960442882,0,1,2
1283138973230075905,0,1,2
1283137530322354177,0,1,2
1283122183825494017,0,1,2
1283121192904331265,0,1,2
1283115091328729089,0,1,2
1283106366681419779,0,1,2
1283104190483619842,0,1,2
1283042287111544837,0,1,2
1283034682544869379,0,1,1
1283018064603250689,0,1,2
1282962881617829888,0,1,0
1282946648889602048,0,1,1
1282944515083509762,0,1,2
1282831182309330944,0,1,2
1282788189745426432,0,1,1
1282755641099128832,0,1,2
1282747089554935808,0,1,0
1282721953418289153,0,1,2
1282711261562765314,0,1,2
1282651932377710592,0,1,0
1282640704750198785,0,1,0
1282636623134502913,0,1,1
1282589047316271104,0,1,2
1282587084692365315,0,1,1
1282584224277712896,0,1,1
1282583441184305153,0,1,1
1282410742663262209,0,1,1
1282377589307453440,0,1,1
1282222574261411842,0,1,1
1282220374881636352,0,1,1
1282047070820618245,0,1,0
1282000251981881348,0,1,1
1281999742738866183,0,1,0
1281978901091291137,0,1,0
1281953254058995713,0,1,1
1281889408225030151,0,1,1
1281863535384035328,0,1,0
1281851756343963648,0,1,1
1281845241876815873,0,1,1
1281833394725425156,0,1,1
1281780034559258624,0,1,2
1281682161591091201,0,1,2
1281653639619080193,0,1,0
1281549652395831296,0,1,1
1281545600874557440,0,1,1
1281484703338569730,0,1,0
1281354515288150022,0,1,2
1281304619621199874,0,1,1
1281280877423714306,0,1,1
1281263582940925952,0,1,0
1281247738492059648,0,1,1
1281217852872241152,0,1,2
1281116214727716864,0,1,0
1281111954283782145,0,1,0
1281074651247116289,0,1,2
1280970229854736386,0,1,1
1280969781521285121,0,1,1
1280961367969759236,0,1,2
1280934140595130375,0,1,2
1280908550982848512,0,1,2
1280904686279811073,0,1,0
1280900099414032386,0,1,0
1280899080525434881,0,1,0
1280890092136075267,0,1,0
1280890031360655365,0,1,0
1280886132549566469,0,1,0
1280876624683192323,0,1,2
1280875187181928449,0,1,1
1280863501544816647,0,1,2
1280857255475281922,0,1,0
1280853683283079169,0,1,1
1280834132092825600,0,1,0
1280829802321268738,0,1,2
1280820009707753472,0,1,0
1280812387923308544,0,1,1
1280750099736469504,0,1,2
1280749535124389888,0,1,2
1280743224521437184,0,1,1
1280691299235086339,0,1,1
1280644653348524034,0,1,0
1280624603694497793,0,1,1
1280605287699951622,0,1,0
1280574299263455233,0,1,1
1280558047878840320,0,1,1
1280557085462343683,0,1,0
1280556609240997889,0,1,1
1280538657393463296,0,1,2
1280492160861831170,0,1,2
1280483799705534470,0,1,1
1280481371606089729,0,1,0
1280475196592402432,0,1,1
1280465626927116290,0,1,2
1280456599300120581,0,1,0
1280439955597254658,0,1,2
1280423523224297472,0,1,0
1280376681442795520,0,1,2
1280252939152621568,0,1,0
1280121579133960194,0,1,0
1280081439271387136,0,1,0
1279882267251347466,0,1,0
1279733546630987776,0,1,0
1279728128299065344,0,1,2
1279715464151814144,0,1,2
1279696110429274114,0,1,0
1279681020166574080,0,1,2
1279637692305870854,0,1,2
1279634122755977216,0,1,0
1279604119385358338,0,1,0
1279520577536110593,0,1,1
1279508964200394754,0,1,1
1279480982261940232,0,1,0
1279453269954310145,0,1,2
1279428739626151936,0,1,1
1279414115568693254,0,1,2
1279406588076449792,0,1,2
1279396846239199232,0,1,0
1279364149395546113,0,1,1
1279350323585441792,0,1,1
1279333821389901824,0,1,0
1279189046598799361,0,1,1
1279163164211503105,0,1,0
1279137983325765632,0,1,2
1279123474057961478,0,1,1
1279088816171757572,0,1,2
1279074573233856517,0,1,1
1279059313814839298,0,1,2
1279058057327185923,0,1,2
1279050844990779392,0,1,0
1279029632172544001,0,1,1
1278992380360904705,0,1,1
1278989096526938113,0,1,1
1278981464038813696,0,1,1
1278879926607917056,0,1,0
1278838756968148992,0,1,0
1278804331563753473,0,1,1
1278801833960574977,0,1,1
1278773990887239682,0,1,0
1278713410985897986,0,1,1
1278713245528920065,0,1,0
1278667218801364992,0,1,1
1278612848873279489,0,1,0
1278565214678630400,0,1,0
1278464316879101953,0,1,0
1278460645869002752,0,1,0
1278346657382400002,0,1,1
1278338356099850242,0,1,1
1278315659068428288,0,1,0
1278283670428749826,0,1,2
1278250165367975938,0,1,0
1278221280823697410,0,1,2
1278196353299107840,0,1,2
1278193263799947265,0,1,2
1278130424561238020,0,1,2
1377402348717318146,0,1,0
1377389706900430848,0,1,0
1377368365057011713,0,1,1
1377323855535083520,0,1,0
1377313339144081414,0,1,0
1377298827661676547,0,1,0
1377249953282658306,0,1,0
1377249145392664579,0,1,0
1377248154995847171,0,1,1
1377235052187226113,0,1,0
1377183211982217218,0,1,0
1377113980854968323,0,1,0
1377027813581160450,0,1,0
1377010962948046848,0,1,2
1377007838116057102,0,1,2
1376969711720751111,0,1,0
1376929470100221970,0,1,0
1376883168893079554,0,1,0
1376880216384094215,0,1,0
1376857891056070656,0,1,0
1376845514537324545,0,1,0
1376838997146734596,0,1,0
1376835292288716800,0,1,0
1376832087723024387,0,1,0
1376827911949402115,0,1,0
1376807486645272576,0,1,0
1376806295949471744,0,1,0
1376649478153863170,0,1,1
1376638429786685444,0,1,0
1376589573841620994,0,1,0
1376530516053270532,0,1,0
1376525664212422656,0,1,0
1376523348830740481,0,1,0
1376519785824071683,0,1,0
1376505007168700417,0,1,0
1376482587716284423,0,1,0
1376480849311436803,0,1,0
1376459018537947138,0,1,0
1376425059477250052,0,1,0
1376413080213671936,0,1,0
1376255455538917386,0,1,0
1376239952837685250,0,1,0
1376236282473504773,0,1,0
1376217494923452422,0,1,0
1376217488782921733,0,1,0
1376163292952076289,0,1,2
1376160209752690688,0,1,1
1376159854503530504,0,1,1
1376155792076853253,0,1,0
1376151415761084421,0,1,0
1376149653322883072,0,1,1
1376128329363955718,0,1,0
1376111536901611521,0,1,0
1376104745081929731,0,1,0
1376101790379311109,0,1,1
1376096691431047168,0,1,0
1376096292896657411,0,1,0
1375928514940170240,0,1,0
1375916713523490817,0,1,1
1375908043976814594,0,1,0
1375904906633154570,0,1,0
1375892127067090946,0,1,0
1375891939938205697,0,1,0
1375878589036498946,0,1,0
1375873632610697217,0,1,0
1375868729846816774,0,1,0
1375854620208140291,0,1,1
1375833990628773888,0,1,0
1375832737555361798,0,1,0
1375821091151753219,0,1,0
1375820249317138438,0,1,0
1375811547231031298,0,1,0
1375807426549706762,0,1,0
1375795597060493319,0,1,1
1375784169326972931,0,1,0
1375781210174201856,0,1,1
1375775211866497028,0,1,0
1375768517975375872,0,1,0
1375767630330671106,0,1,0
1375766336899575811,0,1,0
1375763867255635972,0,1,0
1375763423783444480,0,1,0
1375761411528331266,0,1,0
1375759173992988681,0,1,0
1375759107983077378,0,1,0
1375759059652120580,0,1,0
1375751915624091649,0,1,1
1375748563788050435,0,1,0
1375715673977073671,0,1,0
1375712327174094849,0,1,0
1375704840073064450,0,1,0
1375681749859065859,0,1,2
1375563194090070017,0,1,0
1375554653006467089,0,1,1
1375549649306718215,0,1,0
1375530731708022785,0,1,1
1375478323812442121,0,1,0
1375473185680990216,0,1,0
1375464630731018243,0,1,0
1375464322600734727,0,1,0
1375460807002177541,0,1,0
1375454958850543623,0,1,0
1375424666878275590,0,1,0
1375412665066123271,0,1,0
1375410079051214851,0,1,1
1375409547083415552,0,1,0
1375408314905935876,0,1,0
1375400056350769156,0,1,2
1375384514210508806,0,1,0
1375337805640036352,0,1,0
1375240228907196417,0,1,0
1375215468940816395,0,1,0
1375199235369492488,0,1,0
1375194666656759808,0,1,1
1375186138118381568,0,1,0
1375185083812941825,0,1,1
1375184870943690752,0,1,0
1375180907435462657,0,1,0
1375165188027080704,0,1,0
1375162687144001550,0,1,2
1375162425721430018,0,1,0
1375162408403144710,0,1,0
1375157751786184715,0,1,2
1375157593337921536,0,1,0
1375156905140748300,0,1,2
1375151923922362377,0,1,0
1375151922286592012,0,1,0
1375147822270533636,0,1,0
1375140326139121666,0,1,0
1375122794418159626,0,1,0
1375121660462964736,0,1,2
1375119623239122951,0,1,0
1375114359475699724,0,1,1
1375112151657017347,0,1,0
1375097145540411397,0,1,1
1375085869653233670,0,1,0
1375085463137099777,0,1,0
1375085424117420034,0,1,0
1375067875157872644,0,1,0
1375061237868990464,0,1,0
1375060385963900929,0,1,0
1375054648369946625,0,1,0
1375053177729523720,0,1,0
1375047524613042176,0,1,0
1375044627607212042,0,1,0
1375036492893016064,0,1,0
1375031294531362820,0,1,0
1375027483586797570,0,1,0
1375024407425474560,0,1,0
1375023806100746242,0,1,0
1375023779991195649,0,1,1
1375022818992271367,0,1,0
1375019959819063296,0,1,1
1374999991492734979,0,1,0
1374998110062178309,0,1,0
1374973687414337536,0,1,0
1374965114403704836,0,1,0
1374941574673620994,0,1,0
1374912455588077569,0,1,0
1374901137921478656,0,1,0
1374860028855861253,0,1,0
1374844203948257286,0,1,0
1374839393324826625,0,1,0
1374837156833849358,0,1,0
1374835267794780162,0,1,0
1374832536447225856,0,1,0
1374813810402455560,0,1,0
1374811519624613896,0,1,2
1374780485205954574,0,1,0
1374722109625221125,0,1,0
1374719268500221952,0,1,0
1374689087043538945,0,1,0
1374673323880251392,0,1,1
1374661778706153474,0,1,1
1374636012350095361,0,1,0
1374510514278072333,0,1,1
1374492729388847107,0,1,0
1374473553119113223,0,1,1
1374472834777370635,0,1,0
1374466885782151168,0,1,1
1374465185902043144,0,1,0
1374461271785971716,0,1,0
1374453024706371586,0,1,0
1374445417002192897,0,1,0
1374430267956338692,0,1,0
1374423766894215184,0,1,2
1374422574852050948,0,1,2
1374406913249611779,0,1,0
1374401406208155657,0,1,2
1374398660696367104,0,1,1
1374371798834290690,0,1,0
1374371394885062659,0,1,0
1374363902130147333,0,1,1
1374362205798473735,0,1,0
1374347652394057731,0,1,0
1374342599612493824,0,1,0
1374324368868847619,0,1,1
1374308591440629762,0,1,0
1374308107896111106,0,1,0
1374300090597249026,0,1,0
1374300042769674240,0,1,0
1374293102022758402,0,1,0
1374286717847474177,0,1,0
1374283183630512128,0,1,1
1374261475926278146,0,1,0
1374256775726268416,0,1,0
1374255981006311424,0,1,0
1374246931954855937,0,1,0
1374151953375096833,0,1,0
1374144500847812608,0,1,0
1374144457055080450,0,1,0
1374132532577411075,0,1,0
1374124816253521924,0,1,0
1374105726130532354,0,1,0
1374098548736856067,0,1,1
1374062821885931521,0,1,0
1374058810432708613,0,1,0
1374057368925958147,0,1,0
1374056021988151303,0,1,1
1374055819344547845,0,1,0
1374055016386994185,0,1,1
1374033583573204994,0,1,0
1374028998276218886,0,1,0
1374022789624070148,0,1,0
1374013268159823872,0,1,0
1374004270870200323,0,1,0
1374003990862704651,0,1,0
1374002194832310276,0,1,1
1373982642367037441,0,1,0
1373981120979697670,0,1,0
1373979650356023303,0,1,0
1373947913324335104,0,1,0
1373940980152479744,0,1,0
1373903522526208004,0,1,0
1373903285464227841,0,1,0
1373901903554347008,0,1,0
1373881156379275269,0,1,0
1373879772741242881,0,1,0
1373858908083720193,0,1,1
1373778094113353730,0,1,0
1373768334437662728,0,1,0
1373762633388658689,0,1,0
1373753186570416136,0,1,0
1343306991234646017,0,1,1
1343305775599525889,0,1,0
1343277180621639684,0,1,1
1343263411820507163,0,1,2
1343232758198501376,0,2,1
1343205089444589568,0,1,1
1343200079012917248,0,1,1
1343194695409790978,0,1,1
1343192971588595712,0,1,0
1343177559899574272,0,1,1
1343150221983965184,0,1,1
1343133750469734401,0,1,0
1343119900102045697,0,1,2
1343118265263022082,0,1,0
1342962147505147904,0,1,0
1342931747953115136,0,1,2
1342918759292563461,0,1,0
1342915905093828609,0,1,2
1342914978651795457,0,1,1
1342906971024928770,0,1,0
1342894269330288640,0,1,0
1342883629551247362,0,1,0
1342873878826274816,0,1,0
1342870065956462592,0,1,0
1342838601755799554,0,1,0
1342798000771502080,0,1,2
1342754176493871104,0,1,0
1342509395154972675,0,1,0
1342493784899284993,0,1,0
1342486656369221639,0,2,0
1342483135309770752,0,1,1
1342476524793061378,0,1,0
1342466934030422016,0,1,0
1342436544150466560,0,1,0
1342389336852074496,0,1,1
1342315380023300099,0,1,0
1342241330844618752,0,1,0
1342213299245633536,0,1,0
1342178302371487744,0,1,0
1342152560321441793,0,1,0
1342128881827016705,0,1,0
1342103829974802438,0,2,0
1342103248291954688,0,1,0
1342092664615755776,0,1,0
1342064302644228096,0,1,0
1341807344552988673,0,1,0
1341806780062584835,0,1,2
1341803130036637697,0,0,2
1341770341262249984,0,1,0
1341742094382149633,0,1,1
1341722773505384452,0,1,0
1341667665836986370,0,1,0
1341563592383090690,0,1,1
1341481756348854272,0,1,1
1341420815833821185,0,1,2
1341357660487217155,0,1,2
1341317554850197507,0,1,0
1341246221420118016,0,1,0
1341142711961829376,0,1,1
1341112417904943111,0,1,0
1341065708822814721,0,1,0
1341061251196194824,0,1,0
1341048481566363649,0,1,2
1341023051195031553,0,1,0
1341012882759282688,0,1,0
1341008965220642816,0,1,0
1340947254052569090,0,0,0
1340795828257124357,0,1,0
1340730394912690177,0,0,2
1340730061721362435,0,1,0
1340694049888608259,0,1,0
1340662274181218305,0,1,0
1340651437739655169,0,1,0
1340644041608863744,0,1,1
1340617159349858304,0,1,0
1340602285244764162,0,1,0
1340582237671223297,0,1,0
1340569030256693248,0,1,0
1340401979110150144,0,1,1
1340360407924547592,0,1,1
1340238115022245893,0,1,0
1340222733137948672,0,1,0
1340203231650181121,0,1,0
1340147247003168768,0,1,2
1340042091729182721,0,1,1
1340032521564778497,0,1,0
1340008835252183041,0,1,2
1339983577061179395,0,1,1
1339978872356548608,0,1,0
1339968770694144002,0,1,2
1339936024970051584,0,1,0
1339909646384058368,0,1,0
1339892942186704896,0,1,2
1339886503057616896,0,1,0
1339885880677453825,0,1,1
1339879684276928513,0,1,2
1339846892105195520,0,1,0
1339834141425233920,0,1,0
1339810895006994435,0,1,0
1339794271361245186,0,1,1
1339773980383723520,0,1,0
1339724526356221953,0,1,0
1339705068354940929,0,1,0
1339684439241216001,0,1,0
1339665185641025541,0,1,0
1339657052973637638,0,1,1
1339655090580443136,0,1,0
1339636131906920448,0,1,1
1339631664721514496,0,1,0
1339616020651253765,0,1,0
1339596086223097861,0,1,0
1339595624178569217,0,1,0
1339590913819983872,0,1,1
1339584061099057159,0,1,0
1339580666770411526,0,1,0
1339564944539475970,0,1,0
1339561678065840131,0,1,0
1339560231743991808,0,1,1
1339530534029041665,0,1,0
1339491953071808512,0,1,0
1339476650145280000,0,1,0
1339310079556923394,0,1,1
1339299260219666432,0,1,0
1339294486027964416,0,1,0
1339285947364626439,0,1,0
1339262728880394244,0,1,0
1339257615617024000,0,1,0
1339190457381883904,0,1,2
1339133451052584961,0,1,0
1339097766111436802,0,1,0
1339091074992676864,0,1,0
1339087866547359746,0,1,0
1338923658652360705,0,1,0
1338920245419978752,0,1,0
1338912373571194882,0,1,1
1338896206852976642,0,1,0
1338884971868672000,0,1,0
1338867310283538435,0,1,0
1338847370117861376,0,1,0
1338839400655036417,0,1,2
1338836197804826624,0,1,0
1338834963991552000,0,1,0
1338793033001742339,0,1,0
1338777019790864385,0,1,1
1338738123837214720,0,1,0
1338625571014762496,0,1,0
1338616964827254788,0,1,1
1338615824140148737,0,1,1
1338605341194526725,0,1,0
1338601078162649095,0,1,0
1338573352496230405,0,1,0
1338572886748127233,0,1,2
1338568407978024961,0,1,2
1338568072848945155,0,1,0
1338564092920025088,0,1,1
1338561692549197826,0,1,0
1338559138696228872,0,1,2
1338557550464282630,0,1,0
1338557189108215810,0,1,0
1338552778612994050,0,1,0
1338548513920217088,0,1,1
1338546932323651585,0,1,0
1338546675439316992,0,1,0
1338533598337654785,0,1,0
1338531397879861251,0,1,0
1338528905439940610,0,1,2
1338528499989090304,0,1,0
1338521100465164290,0,1,1
1338517615719952390,0,1,0
1338515754354937860,0,1,0
1338515380545970187,0,1,0
1338491435323072512,0,1,0
1338445832224468994,0,1,1
1338417650775502849,0,1,1
1338396783693717505,0,1,0
1338394596481634310,0,1,0
1338385604736901120,0,1,0
1338325870738550786,0,1,1
1338278010626174977,0,1,1
1338246209018990592,0,2,2
1338198784585703428,0,1,0
1338192358064656386,0,1,2
